,Antecedentes,Edad,Expect.,Pension,Salario Base,Semanas Cotizadas,Sexo
2417,Si,95.0,71.70747563698066,6389525.599249636,3408915.246391949,2618.0,M
2418,No,56.0,63.7118745325982,737702.272811936,2485216.226597176,380.0,M
2419,No,75.0,66.7792937113491,782019.619547268,934597.0568153583,1026.0,M
2420,Si,87.0,71.81001320829523,2609122.8595944755,3608045.48017933,966.0,F
2421,Si,24.0,63.191629514724376,622010.0604158656,3901877.312046592,156.0,F
2422,No,39.0,63.904446462180374,2304608.5950252954,2650654.8031155164,1029.0,M
2423,No,91.0,74.21607315254161,2716303.004594856,2587336.4101647465,1387.0,M
2424,No,26.0,55.11943146993709,469040.0534632613,2966961.8902566815,104.0,M
2425,Si,87.0,72.82505548653236,4109721.6332631377,3498205.2873738576,1518.0,M
2426,Si,34.0,55.475565142383786,2115855.5472013066,3255179.190498007,784.0,F
2427,No,32.0,59.958443194389524,1296074.9928322693,3742390.8717844016,476.0,M
2428,No,94.0,74.38871690830422,2140843.954345535,1287290.8802143505,2128.0,M
2429,No,94.0,65.57870311284286,3476630.315178767,1861032.889917532,2508.0,M
2430,Si,97.0,75.92348317812176,3027877.892882923,1590509.056485302,2528.0,M
2431,Si,59.0,64.09006152447121,1420511.5670203117,1147932.210163029,1681.0,F
2432,Si,81.0,68.13897801681239,2292976.983860684,4119012.8674751115,693.0,M
2433,Si,51.0,62.436880746995506,1031583.0794517442,3948926.6854950893,231.0,M
2434,Si,29.0,61.24687464632628,1335575.156658483,2913392.0052072145,495.0,F
2435,Si,85.0,66.41520189117149,935512.5802375713,1377284.9687845607,938.0,M
2436,Si,43.0,57.567406758497356,1433794.7693656622,3252346.1964419708,550.0,M
2437,Si,61.0,63.463532099343155,222704.7888305963,1737235.3159655102,0.0,M
2438,No,87.0,68.74050491167812,5157694.361247864,4224967.634919418,1656.0,F
2439,Si,94.0,72.69302971812154,3901829.6611533305,2440335.252303117,2204.0,F
2440,No,30.0,64.02967422746747,245009.88330713744,3834905.5658678776,0.0,M
2441,Si,35.0,56.807376327357375,128049.22679455519,1297658.1957246724,0.0,M
2442,No,89.0,66.95728055553496,6303483.661578808,2503671.4705424756,3408.0,M
2443,Si,91.0,69.66365132476629,4815261.408405349,3158917.4762098095,2117.0,M
2444,No,55.0,61.66981040191547,1249200.6156181772,3544811.682496222,296.0,M
2445,Si,82.0,69.46066735638797,3903149.589832453,2605950.5588780493,1920.0,F
2446,No,85.0,68.49351074396512,1447122.1881573745,3474016.784644949,536.0,M
2447,No,67.0,65.61734430232893,5272956.826119032,4086838.068132076,1617.0,F
2448,No,29.0,58.75765062089471,577925.1459796805,2412622.2063824954,176.0,M
2449,No,89.0,72.42750774873144,2725870.7003226243,4206688.022398151,781.0,F
2450,Si,59.0,63.50530253720967,671160.6602563328,891896.9596782166,1025.0,F
2451,Si,76.0,67.18407015300866,1648985.2270489,2364347.26200518,870.0,F
2452,Si,27.0,56.97496033820262,841827.93249469,3799937.0987160434,162.0,M
2453,No,75.0,66.82702352117691,1552121.702992968,1110946.3892158815,1938.0,M
2454,Si,52.0,62.00823401656305,143509.81339940306,1389034.4574362754,68.0,F
2455,Si,51.0,64.42070611909308,2262738.5789040094,4082604.303288882,759.0,M
2456,Si,19.0,55.48595807739462,165085.90039067174,1584267.4917465288,42.0,F
2457,Si,75.0,68.32514761826444,229485.59979426986,4065670.3527436666,57.0,F
2458,Si,94.0,75.69661388018683,3681052.566143697,4250341.899481746,1064.0,F
2459,Si,39.0,61.01629704600282,1481228.7213326502,2159195.836621308,756.0,F
2460,No,97.0,75.90018319884582,5435723.641253917,2554779.293362718,2923.0,M
2461,No,89.0,68.26867101523865,3296484.381296693,3010054.182318556,1349.0,F
2462,Si,64.0,64.9111527763779,2764710.311829047,1810633.766878962,2024.0,M
2463,No,62.0,64.70636914444742,2668861.179272084,3984618.601310934,792.0,F
2464,No,75.0,66.09078507627092,2180173.4768164684,1656624.5732101076,1653.0,M
2465,No,79.0,66.91832422170273,2614722.564150854,2193613.107686411,1586.0,F
2466,No,26.0,51.80092195239493,292968.95328747394,1179323.914901629,200.0,M
2467,Si,80.0,68.57770832926279,4094647.8847972527,3111527.3400129806,1736.0,F
2468,Si,73.0,66.49178477725893,1378171.9174825014,823781.2108462495,2200.0,F
2469,No,67.0,65.30337161516985,2128383.2557168095,1386647.0819593675,2107.0,M
2470,No,43.0,60.65254423680476,1129661.8239514667,3187112.9340211144,450.0,F
2471,Si,84.0,69.75432369341192,2301194.1116518374,2567514.546860475,1254.0,M
2472,Si,42.0,62.307146782454595,1478597.5473114713,3701327.4944393947,432.0,F
2473,No,43.0,61.66287427237473,3564299.491915147,4289354.213355242,1050.0,M
2474,Si,33.0,52.27722229393059,305775.9538380933,1051924.8137576939,285.0,M
2475,No,29.0,62.063731094701765,800159.987422758,2997407.1055773115,330.0,M
2476,No,25.0,53.68528331121682,597629.4285588027,3665077.424670414,112.0,M
2477,Si,70.0,65.11442862121774,907471.4684049869,912759.4770677824,1300.0,M
2478,Si,58.0,64.34066870015697,4736070.156226029,3427294.036802956,1760.0,M
2479,Si,42.0,58.751933183522894,1330738.1796777735,1604015.133272855,1104.0,F
2480,Si,89.0,71.05801886645477,7871626.245503736,4128629.014726385,2627.0,M
2481,No,76.0,67.75585093671008,3111736.451515093,1653128.4513652227,2436.0,M
2482,Si,53.0,60.44612621826077,2773295.749748369,2904557.8469807287,1155.0,M
2483,No,72.0,65.58185268754008,1253269.5179161814,893428.2325805045,1836.0,F
2484,No,68.0,65.3361740442538,1321288.180207586,2160184.7961563617,800.0,F
2485,No,59.0,63.70619460835461,2409667.0032712584,2779295.0511154253,1148.0,M
2486,No,21.0,49.41657917233991,462666.8385330434,2303803.8567540925,93.0,M
2487,No,73.0,65.14537063884727,2146604.7909261473,3788508.1630642037,605.0,M
2488,No,76.0,66.42331798696556,3845918.069287322,3465918.0112733264,1450.0,M
2489,No,28.0,53.053757966329826,696555.2845480181,2034214.8556834063,450.0,F
2490,No,91.0,70.70318142964248,3801786.642394179,2811697.610005702,1825.0,F
2491,Si,42.0,58.3426400492785,284093.1833525294,1829271.1938359074,168.0,F
2492,No,60.0,63.74132283330778,1338098.3123558082,1562944.4577198676,1134.0,M
2493,No,38.0,64.4285312842486,1514991.7216051032,3276794.7512358953,620.0,M
2494,Si,38.0,57.38748352410255,371914.120726777,831526.3620551957,580.0,F
2495,Si,79.0,65.43324543348282,155178.1137249039,3223654.153750457,0.0,F
2496,Si,95.0,65.42495200128488,3511709.7921319418,3512416.8741732873,1309.0,M
2497,No,67.0,65.1574444049432,1620746.7523400998,1378227.0162254341,1568.0,F
2498,Si,55.0,61.14910409196169,931389.9353297257,2976468.34496211,296.0,F
2499,Si,90.0,71.94440531037036,2357493.859048683,1548871.4509728104,1944.0,F
2500,No,91.0,73.9946217756477,8103547.379591637,3617163.5290709264,2993.0,F
2501,No,23.0,53.23854902576315,258067.88807961452,1372236.2348469114,105.0,M
2502,No,97.0,65.11622024079318,9327543.483684244,4267762.851019466,3002.0,F
2503,No,65.0,65.0,3685119.11942435,2930197.1338645634,1551.0,M
2504,No,88.0,65.89770110763928,3070886.7911009057,1436758.1502992432,2870.0,M
2505,No,70.0,65.90687296106366,1004278.0597141252,1073843.6435059567,1248.0,M
2506,Si,78.0,69.87178198727946,3360730.660100111,2807588.280355421,1500.0,F
2507,Si,34.0,61.41222110498819,2152985.694800494,4058125.2269236394,736.0,M
2508,Si,97.0,72.29094215427864,1525819.4323370531,3937271.8047687635,395.0,F
2509,Si,70.0,65.58998842036473,1223896.0106275643,1693861.405733425,936.0,M
2510,Si,92.0,73.61806040036565,6793169.878863153,4048522.650797161,2146.0,F
2511,Si,87.0,73.13036965401702,3102712.90801724,1966137.5521092743,2139.0,M
2512,Si,81.0,69.6499521322034,4138377.6504774233,2130220.0945585547,2709.0,F
2513,Si,49.0,59.61106399671581,1692136.9746896443,2813358.9089288013,806.0,F
2514,Si,84.0,69.87486653154143,2049220.5477970196,3730620.486717505,594.0,F
2515,Si,27.0,57.866372599487434,1349594.76789938,4168737.0481443773,387.0,F
2516,No,83.0,69.38486259549865,3572685.299591044,4281533.334849097,1040.0,M
2517,No,28.0,58.06331540145911,1237758.557663185,4127413.3808941147,400.0,F
2518,Si,72.0,65.88675761680096,818252.1026494446,862061.0255680683,1242.0,M
2519,No,20.0,51.41404173745427,175945.19472144044,973483.4006518812,80.0,F
2520,Si,60.0,64.64576392700576,165767.1326816813,1164209.5945753162,0.0,F
2521,Si,20.0,47.78809622087785,455223.15501341346,3717173.9775475315,18.0,M
2522,No,93.0,70.95521302234484,971538.8181384079,1008220.0241695166,1275.0,M
2523,No,30.0,55.527785732962805,1516658.8327315603,3338378.4255672214,552.0,M
2524,Si,65.0,65.0,4750122.960506943,4297375.472545128,1410.0,F
2525,Si,38.0,57.88730848530038,339886.0652469663,1143141.8009654155,240.0,F
2526,Si,91.0,70.39552118639389,3223255.8247569245,1283944.235963096,3358.0,M
2527,Si,51.0,63.535593932195525,1040125.5170305206,908348.355811107,1551.0,F
2528,Si,33.0,54.76103499115579,828388.1355261969,2210673.527241132,450.0,F
2529,No,25.0,49.08595532966143,333165.9142276455,1783046.4501886144,154.0,F
2530,Si,42.0,58.280930260094785,662186.2710747276,981502.1143069456,912.0,M
2531,No,85.0,68.53375924261658,3301056.003311477,1436644.0368405394,3082.0,M
2532,No,41.0,60.98513035903497,96908.13427951367,982110.2861157306,69.0,F
2533,Si,96.0,70.20548362267039,995729.17756048,1695955.5103517873,702.0,F
2534,Si,18.0,48.43121683438351,90126.73614179147,1841564.252433441,0.0,M
2535,Si,50.0,60.39136781582219,2612032.819665217,3152435.620225191,960.0,F
2536,Si,60.0,63.45027167151498,1733586.6822700195,3586550.012550827,672.0,M
2537,Si,75.0,66.75317121666264,1052742.007608005,1275526.8713936405,1083.0,F
2538,No,52.0,63.3181440546962,3982913.7175085233,4034305.1763855536,1360.0,F
2539,No,73.0,66.65933443365074,422581.01960891474,819849.0142876158,605.0,M
2540,Si,70.0,65.52274304178746,2473059.5167844812,1879626.1636603589,1768.0,F
2541,No,89.0,69.60863466584173,1583791.8734447206,4106774.462122078,426.0,M
2542,No,82.0,66.91797812437154,527474.4801837198,2685710.4997517336,128.0,M
2543,Si,19.0,63.904662447871274,100055.18463505764,1024453.397123781,23.0,F
2544,No,76.0,68.48445489782173,4842799.234683274,3926600.5935283513,1682.0,M
2545,Si,46.0,62.00875435264127,443645.60692265164,1567528.5907261246,224.0,M
2546,Si,47.0,61.7636999565883,1729032.5308770456,2433231.7679980826,870.0,F
2547,No,45.0,57.26411840223359,1084204.695649325,1001590.6554296263,1323.0,F
2548,No,84.0,66.84741844578667,806384.5669143249,1161119.2213862943,792.0,M
2549,Si,78.0,69.58808678178653,2706894.4952195603,1947332.1776186966,1800.0,F
2550,No,40.0,57.035973532980584,289927.463994376,1580229.9096444494,66.0,M
2551,Si,67.0,65.74864355901059,3104083.1181299733,2849153.1510000597,1519.0,M
2552,Si,18.0,62.30258053772448,391845.39157630963,3093472.453220153,0.0,F
2553,Si,55.0,63.673145025270614,1245664.2610199407,2084491.6343836002,814.0,F
2554,Si,89.0,65.41183063924876,2791529.39710691,2967827.0373997567,1278.0,M
2555,No,65.0,65.0,1228860.6316522816,893267.0922830866,1880.0,M
2556,No,57.0,63.48540229936623,1587594.0324376656,3163376.4413978555,585.0,M
2557,Si,96.0,68.98695744985261,3323819.311146807,2270883.8165734974,1872.0,F
2558,Si,25.0,63.36631058642012,1121972.3717916934,3403108.299985837,287.0,M
2559,No,92.0,74.79627315396252,7410969.349365233,3099967.408706614,3182.0,M
2560,No,96.0,68.69690196962738,1540471.6135463533,1260077.2881973167,1638.0,F
2561,Si,23.0,54.724022620194404,343611.26449504204,2108843.5663782083,105.0,F
2562,Si,59.0,64.19115910800022,1575296.177695898,1856371.1523802634,1107.0,M
2563,Si,22.0,54.02558524374434,219060.74213586704,1325925.9181027692,52.0,F
2564,No,47.0,59.8248013999701,1038527.0696714332,3210827.640106137,435.0,F
2565,No,94.0,73.91007265639684,3453307.68982575,4214502.281663636,988.0,M
2566,No,58.0,62.221677753813296,1128087.77824269,1506560.512729242,880.0,F
2567,Si,88.0,70.91145822849153,2045627.584197526,4123732.4162958967,490.0,F
2568,No,44.0,59.69646801842596,2230473.5904435506,3601125.732447548,780.0,M
2569,Si,37.0,58.45130735763111,1399275.7296939383,3927486.513289667,494.0,M
2570,No,53.0,61.94190442260076,1611044.182135123,1733664.8632950112,1155.0,F
2571,Si,76.0,65.8536588466081,1066538.9802261651,4167279.9143182826,174.0,M
2572,No,90.0,74.58275854599768,177132.58412161877,3019116.282190953,72.0,M
2573,Si,21.0,56.19739571558221,354331.12879249646,3337328.1727915965,78.0,M
2574,No,87.0,71.90199074541465,3890983.442909934,3608344.3898862978,1311.0,F
2575,No,30.0,58.18889447238956,1100727.175393451,2107461.2230096,576.0,M
2576,No,76.0,65.21175738922894,7581956.267177176,3773393.662719136,2784.0,F
2577,Si,51.0,60.1632948543576,2581794.509635959,2576526.934071728,1254.0,F
2578,No,63.0,64.37506405875943,2747880.1246432024,3314105.060259252,990.0,F
2579,Si,95.0,75.14624092315928,3243495.755033804,2055019.316444962,2002.0,M
2580,Si,38.0,55.357304643524046,372199.5712580912,910434.7926977655,480.0,F
2581,Si,36.0,59.90128448804918,1881201.9291714423,3672828.1438586954,522.0,F
2582,No,54.0,64.51734335805618,412790.44884584076,1029507.5847853287,396.0,F
2583,No,41.0,61.80768556809843,681117.174553375,3154354.6594353723,230.0,F
2584,Si,48.0,62.028490579384176,1700536.3509416373,2510048.268151358,780.0,M
2585,Si,61.0,63.93221921195293,2239585.5319972076,3882659.796384469,688.0,M
2586,Si,86.0,69.992072538261,4118520.3797095884,2400769.168106395,2380.0,M
2587,No,96.0,69.89417570954842,268641.89003770286,1340263.0539812567,156.0,M
2588,No,27.0,61.7789202113259,990438.7457962241,4198004.510928363,297.0,F
2589,Si,82.0,70.15786554906323,6698326.499412409,3518718.427127767,2560.0,F
2590,No,98.0,68.08547931374514,934076.7347948549,1275239.5669752369,960.0,M
2591,No,64.0,64.89914376733097,1374339.0290139155,2590680.983839187,644.0,F
2592,Si,26.0,52.1085202132612,878813.9606629836,4262767.197006101,264.0,F
2593,Si,23.0,61.93652243273221,895888.480074709,4094135.746710742,215.0,M
2594,Si,89.0,65.6401233202513,4875854.224645639,3215093.892688267,1988.0,M
2595,No,32.0,59.38266206475588,699419.1844536627,4294316.655190781,112.0,F
2596,Si,61.0,63.70281498260624,3133217.9087400166,3522399.631334274,1075.0,M
2597,No,95.0,69.43887646348792,2445983.484506742,1474029.8184821722,2310.0,F
2598,No,57.0,61.98673044202792,1812528.1088169229,3920080.0699768416,546.0,M
2599,Si,50.0,62.81367349559361,3283201.959128032,4210664.120210754,1056.0,M
2600,No,56.0,64.70816416011917,5409453.816880227,4282162.020703645,1710.0,M
2601,No,63.0,64.5317340988251,1054910.7475543628,1382683.570005238,900.0,M
2602,Si,32.0,62.97172703125801,889805.2872587143,3684364.5340885473,224.0,M
2603,No,91.0,73.15734959375928,2764872.7674544877,1838648.3109123027,1898.0,F
2604,Si,64.0,64.96307792329422,2423298.764004035,1536074.0997523628,2070.0,M
2605,No,24.0,52.38209818736802,956066.3741967075,3272471.7690988365,270.0,M
2606,Si,88.0,70.79398696358378,7250580.657834432,3067578.242551279,3220.0,M
2607,No,87.0,73.52497988289325,1927605.2719370625,3331640.562059097,690.0,F
2608,Si,86.0,66.20898102790719,752975.802261423,987424.5059465194,952.0,M
2609,No,43.0,62.294162986814115,146028.66427663062,1441068.7394237616,125.0,F
2610,No,53.0,64.62440751861749,2345629.4093342507,2450182.844587657,1155.0,F
2611,No,70.0,66.42413949028611,1888999.3147140532,1758233.1317530936,1456.0,F
2612,No,47.0,60.63738860886131,1651529.4627634122,2652524.7700345637,783.0,F
2613,No,68.0,65.14264572300708,4044861.874041421,2295524.2704921067,2300.0,M
2614,Si,70.0,65.29995578581347,1200249.4438835676,3014858.420970647,364.0,F
2615,Si,61.0,64.79751848143911,1401389.476423378,1182152.9564130902,1548.0,M
2616,Si,57.0,64.33633650931864,1133747.026319462,867490.2627267062,1755.0,M
2617,Si,31.0,54.184391602388075,666573.0851311579,3897993.5471435552,91.0,M
2618,Si,63.0,64.49378298824223,596824.347083315,4114495.49970948,45.0,F
2619,Si,41.0,55.53281238812964,464029.93843781843,2159645.343852842,138.0,F
2620,No,51.0,61.855668180446756,4279839.302664686,4105793.878912482,1254.0,M
2621,Si,19.0,60.6166047760573,353322.7989543164,2208553.350347896,38.0,F
2622,No,76.0,65.55587732732333,83555.79701887596,929119.3467715154,58.0,M
2623,No,89.0,72.9104662330925,2506694.9968826734,2386329.614248663,1349.0,M
2624,Si,98.0,75.92918838281749,221535.43548307059,2875125.898922281,0.0,F
2625,Si,53.0,61.96027513832006,750025.5531927972,1320679.5005699482,735.0,F
2626,No,70.0,66.18048824126957,403577.7799406747,3194487.1968446565,156.0,M
2627,No,28.0,59.36555025144325,336361.3274116801,2701235.667455095,10.0,M
2628,No,96.0,75.38914424771039,1698845.232474333,1427996.8514460055,1638.0,M
2629,No,65.0,65.0,5384305.471087315,4138452.607870614,1739.0,M
2630,Si,55.0,63.36522932588162,1840359.2631587975,2679063.1722211735,888.0,F
2631,Si,80.0,65.17250699463577,4146839.4635548894,2224672.461365756,2542.0,M
2632,Si,24.0,57.669286650892914,348348.360656039,3817338.637609039,78.0,F
2633,Si,88.0,71.14228729513613,2257397.8208681205,3868734.068872779,630.0,F
2634,Si,68.0,65.28549646368955,4790803.406515107,3971773.65987261,1550.0,M
2635,Si,23.0,58.5424773677836,443010.795118753,3659759.8559045377,160.0,F
2636,No,43.0,56.96389840465167,3336065.1628947305,3791748.8399496777,1225.0,M
2637,Si,36.0,63.062515091486695,1046942.0653766565,1421065.3785738195,882.0,M
2638,No,27.0,55.69880300369074,243827.4606636496,1399381.6761662923,144.0,M
2639,No,42.0,59.8412372527812,3483831.215157549,3949751.093394063,1176.0,F
2640,Si,48.0,62.97675507652869,2207179.889899706,2807190.8098096964,990.0,M
2641,No,28.0,63.35592355928446,1158943.7542640453,3793394.926749518,390.0,M
2642,Si,51.0,64.1738162702319,1939841.277593209,1637034.8222918287,1452.0,F
2643,Si,41.0,56.652145891310504,1969603.9193866884,2153765.119987226,1127.0,F
2644,No,32.0,56.09335809656575,1727783.0775862285,3841299.586027325,462.0,F
2645,Si,38.0,57.57357913285536,869118.7730358414,1257091.9225123245,780.0,M
2646,No,19.0,58.032244623184646,26375.60441231815,1112486.7304702965,1.0,F
2647,Si,46.0,64.04111624266467,2073223.2280877912,4193212.034299983,644.0,M
2648,Si,72.0,65.26723523769236,4066992.738835286,3789047.094429406,1458.0,F
2649,Si,35.0,62.788527978988206,793555.4513197294,2741388.514522742,306.0,M
2650,Si,46.0,57.701483227979985,1471676.9850902054,2923899.210989862,616.0,M
2651,No,95.0,65.86279765887303,4976382.564507337,3879497.9972688686,1694.0,M
2652,Si,80.0,66.35610822412335,5217381.6535526365,3873084.522785865,1860.0,M
2653,Si,27.0,51.54277916778993,820052.148778407,1902807.5864250683,432.0,F
2654,Si,76.0,69.11602067441152,2140403.938014972,1484576.882659887,1856.0,M
2655,No,48.0,63.98705612173188,1822792.1200288304,4154083.063534186,540.0,M
2656,No,48.0,62.20497289906064,238173.76951302282,3580701.766504932,0.0,M
2657,No,88.0,66.54109172493054,5823732.175178063,2327789.67520352,3430.0,M
2658,Si,70.0,65.7833611224835,2915802.1780896867,4173963.120008111,780.0,M
2659,Si,21.0,60.516193434316506,385682.8278608977,1705300.9910679962,129.0,M
2660,No,63.0,64.20055649007382,2177332.9467213834,3009807.2407170027,990.0,F
2661,Si,32.0,59.693616988833355,790074.3627926885,1810703.6441213898,434.0,F
2662,No,87.0,72.46811804537226,2537317.1364096245,1326757.3196755,2484.0,M
2663,Si,70.0,65.7947862691199,2019162.3522151264,1068414.8613795957,2444.0,F
2664,Si,70.0,66.10950751633946,2994730.3419994153,1784649.557825309,2340.0,F
2665,Si,45.0,60.64407650364286,4258852.231108494,4204426.924185153,1242.0,F
2666,Si,89.0,71.60304072773283,4251723.2949439455,1678269.3804438366,3337.0,F
2667,Si,62.0,64.95839644835614,610121.1687307479,1781302.7824712556,396.0,F
2668,Si,58.0,62.715596392989156,799853.5186812124,3552892.6441268385,120.0,F
2669,Si,80.0,69.90893079774803,1882328.3812335003,1125695.876455743,2170.0,F
2670,Si,34.0,58.78521094638248,1633277.1233094318,2529084.167409163,752.0,F
2671,Si,68.0,65.90525498999494,1372820.6719185147,3731359.5932018734,400.0,M
2672,No,70.0,65.5119469133002,1409881.136906116,1728840.18758936,1092.0,M
2673,Si,82.0,65.27169839947486,2678485.6105192257,1510509.57049326,2368.0,M
2674,Si,33.0,62.25294657165696,1270794.8132358168,2489087.7454372672,585.0,F
2675,No,25.0,52.126020602473446,813272.3035851003,2256003.776838783,336.0,M
2676,No,56.0,61.447012038905896,2494822.9271807075,2782837.7849084404,1254.0,F
2677,No,92.0,74.60416014147417,6593786.532081184,4228830.463191514,2072.0,M
2678,Si,70.0,66.14946140213912,663530.7316968003,1050677.5880331534,884.0,F
2679,No,30.0,64.89662075409413,1380512.5557479681,4100269.3700343375,372.0,M
2680,No,76.0,68.8580865097354,1262450.4425251046,1898237.3348794293,928.0,M
2681,No,42.0,59.87154176712225,633764.3026903409,1197579.0555563015,648.0,F
2682,Si,97.0,71.2591253758493,4960247.227319494,1858224.5623871887,3555.0,M
2683,Si,71.0,66.22037093578213,2520482.0009324653,2257340.3393692337,1431.0,M
2684,Si,41.0,59.2541766446177,646719.5342661627,913624.0760110206,897.0,F
2685,Si,55.0,62.563791513219016,884658.3338373122,3506922.1758969324,296.0,F
2686,No,23.0,53.12408811179851,1021332.9216314957,4160828.9267553077,195.0,M
2687,No,86.0,73.0021491607502,3472623.295333313,2988307.7639090316,1428.0,F
2688,No,77.0,66.92107636176003,2968504.1324340748,1747782.6842682234,2183.0,M
2689,Si,92.0,74.88001749413388,1307819.3075624227,1388866.690582151,1184.0,M
2690,No,79.0,67.37722079782203,6399663.088436578,3383219.1110357977,2562.0,F
2691,Si,50.0,59.06150867474692,458885.50428263505,2037791.9318129546,288.0,M
2692,Si,77.0,68.91452677258138,4072799.528269536,3037712.9319136757,1829.0,F
2693,No,46.0,60.80946081439053,438096.91252895683,1761117.2644178565,224.0,F
2694,No,31.0,57.71477670809871,308274.887144491,893019.4713671189,429.0,M
2695,No,78.0,65.74651491302882,624114.7903473622,1743578.5670703147,420.0,F
2696,Si,24.0,55.09578491708113,555056.7465647088,2756255.532268447,90.0,M
2697,Si,86.0,70.74997118325258,1607629.8686820148,1233915.5006771646,1632.0,F
2698,No,90.0,68.00901158465454,983458.4897727852,2240598.734360993,432.0,F
2699,Si,19.0,60.72399879807641,242136.99368751186,3097220.848720191,17.0,F
2700,No,97.0,66.84550294678567,1126775.5481131687,1217093.248341402,1106.0,F
2701,No,47.0,59.354034959437385,1117164.9075468003,1127796.6226413944,1218.0,F
2702,No,74.0,68.06608386949209,1426361.379957858,4226171.0664526755,280.0,M
2703,No,54.0,64.2171728736811,605508.8457337398,1707173.1982307113,396.0,F
2704,No,98.0,67.00200850707868,6622542.465782963,2500727.3016319135,3520.0,F
2705,Si,32.0,54.987217621085605,291737.82126874675,1591817.9529946889,70.0,F
2706,Si,65.0,65.0,932258.6754909111,1487740.8813415645,846.0,M
2707,Si,50.0,64.26247535129731,1401067.7123433978,2174578.2491605924,896.0,F
2708,No,47.0,63.40312558421199,335226.9655021813,3332435.640744421,0.0,F
2709,No,31.0,62.78982892438857,1513811.4576174708,3812903.465328816,390.0,F
2710,No,39.0,55.41917584383178,90748.64115932603,2170990.0040388666,42.0,F
2711,No,70.0,65.01308941743555,3768521.810635814,2445055.549015227,2132.0,M
2712,No,92.0,72.7877368687062,3617273.845372945,2916126.1189432302,1554.0,F
2713,No,89.0,70.55696206312308,4798964.020012991,3247247.189245952,2059.0,M
2714,No,55.0,61.30933562143798,5009257.655855369,3830043.1287959907,1813.0,F
2715,Si,79.0,70.57285185579435,4341997.158651968,3413568.8174867695,1769.0,M
2716,Si,93.0,73.0931614348895,9295756.073221168,3989131.1054318077,3150.0,F
2717,No,83.0,66.6137137431497,185059.64109749295,959487.167092172,65.0,M
2718,No,45.0,61.95805248955617,160783.72895996246,1771899.075804581,27.0,M
2719,No,40.0,64.66747402675385,230330.62029496545,2754606.7359222774,44.0,F
2720,Si,28.0,54.77732653143214,334150.7820086465,971547.4233655419,360.0,M
2721,Si,69.0,65.00396702978006,2240287.5724846087,3766177.031153975,765.0,F
2722,No,84.0,67.92295199067212,1794624.2016924256,1597966.4102388544,1452.0,M
2723,Si,83.0,70.65937595665584,3048499.533892738,3404189.961794953,1235.0,F
2724,No,33.0,59.60799826676849,504847.2688909417,943007.1800885028,585.0,F
2725,No,24.0,63.66986596692955,812916.6134631637,4205141.121215538,132.0,M
2726,No,59.0,63.15797990186854,2797656.4594937237,3228724.5026172358,1025.0,F
2727,Si,87.0,67.08618890564264,6825703.794971731,3873359.8801361057,2277.0,F
2728,Si,55.0,61.44582967951868,1801634.7458091716,2162401.7714792546,999.0,M
2729,No,73.0,67.98603011318205,1830695.824421357,4006967.4982669894,440.0,F
2730,Si,82.0,69.20895487568266,4372045.039369891,2576914.5120762857,2240.0,M
2731,Si,96.0,74.86893749474929,3497278.2127391044,1454698.2945525688,3354.0,F
2732,Si,71.0,66.75665961377294,229228.14583895955,811644.1070891715,371.0,F
2733,Si,21.0,47.58400501115765,347949.0970911023,2735695.801189105,84.0,F
2734,No,64.0,64.84917991736792,920747.3079471218,2501849.2832654538,506.0,F
2735,No,72.0,66.68891512314632,1687276.8207745764,2452935.1409753067,918.0,M
2736,No,55.0,61.758101010290545,1305398.9392285196,2495793.2572772214,703.0,F
2737,Si,19.0,47.778170044287705,64145.942011618434,4031356.993890133,21.0,F
2738,Si,26.0,61.70055521182016,993909.0087841111,2859088.101319015,352.0,F
2739,No,56.0,61.61665720524384,1333958.6035152802,3840596.7000455707,456.0,F
2740,Si,35.0,58.90425898983821,208254.15946610138,1014612.0112573225,170.0,M
2741,Si,84.0,66.52100646581022,5339670.602926409,2596510.2292104177,2838.0,M
2742,Si,53.0,61.18452836693328,3035811.5067903,2786760.8242811197,1365.0,F
2743,Si,43.0,61.174531832309256,567624.611750069,1319314.8554860344,575.0,F
2744,No,85.0,67.29498385197905,1723729.1908472788,1545412.306412483,1474.0,M
2745,Si,45.0,63.35342519816114,1075229.5816842173,1163057.7560074634,1188.0,F
2746,Si,77.0,67.95637623945318,4481018.518481824,2932351.425043328,2124.0,M
2747,Si,54.0,62.537436162242315,2889088.9885182376,3859752.746049977,1044.0,M
2748,No,53.0,64.36390875606773,1202916.6663286805,1574659.5887178984,875.0,M
2749,No,66.0,65.08256782584967,1097170.234156725,1086639.9987858953,1296.0,F
2750,Si,23.0,52.95275707049663,921695.415386617,3281164.4587987293,225.0,M
2751,No,79.0,66.88184662870098,1419552.0856030646,1480749.5978852604,1342.0,F
2752,Si,80.0,68.09482224635308,5251195.558864791,3919286.344302422,1736.0,F
2753,Si,29.0,63.29938349353884,816921.6249128877,3826281.711391865,286.0,F
2754,No,57.0,62.99707130472214,634188.9946721201,1509087.2780456431,507.0,M
2755,No,31.0,54.5989616075569,1278347.8670102044,4070241.6420783447,416.0,F
2756,No,40.0,64.54120915840988,1352386.583177174,2703926.1629540315,550.0,M
2757,No,18.0,51.04130319138005,252587.30822519425,3962317.1662781653,0.0,F
2758,No,85.0,68.0555808493497,5275540.754379654,3889649.1502724504,1876.0,M
